number,title,base,head,baseSHA,headSHA,mergeBase,draft,mergeability,mergeState,checks,reviews,commitsAhead,files,additions,deletions,updated,issue,parent,children,stacked,patchAbsorbed,patchUnmatched,status,superseded,dependencies
277,fix(relative): keep player fixed during rival flip,nightly,vantareapp/isa-365-relative-player-anchor,7a92241d4a1c7375106e601ce2daee36e6328758,0b819894d78f767781c11934c3778f8c6c59dffc,7a92241d4a1c7375106e601ce2daee36e6328758,False,MERGEABLE,BEHIND,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31985992816/job/95261018494""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31985992816/job/95261050738""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",1,2,71,6,2026-08-17T01:47:29Z,365,,[],False,0,1,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
268,fix(launcher): mantener monotónico el progreso de descubrimiento,nightly,codex/nightly-build-fix-2026-08-16,d20eeb1494834f1fbebbca60c5124ef5851cee92,d86af2877d00d6ed05c727e59267f19ebddb572d,d20eeb1494834f1fbebbca60c5124ef5851cee92,True,MERGEABLE,BEHIND,"[{""name"": ""Validate promotion path"", ""conclusion"": ""FAILURE"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31954938366/job/95184023660""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SKIPPED"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31954938366/job/95184043084""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",1,1,15,3,2026-08-16T15:12:28Z,UNKNOWN,,[],False,0,1,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
256,TA-04: entregar contrato espacial y evidencia LMU,nightly,vantareapp/isa-132-ta-04-progreso-distancia-y-mapa-con-evidencia-lmu,e3d50bbd7a40ffe190ffbfff5f854e6ce07c930d,0d8cb7ba11c7c0bb8a92c5ed77a1a7d971debcb5,e3d50bbd7a40ffe190ffbfff5f854e6ce07c930d,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31842964584/job/94903571905""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31842964584/job/94903642448""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",5,99,24898,11,2026-08-14T21:33:47Z,132,,[],False,0,5,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
244,ISA-359: TM-06 clases y jugador sobre el mapa,vantareapp/isa-356-tm-05-marker-motion,vantareapp/isa-359-tm-06-class-colours,a2fb747c5d7a101f0813aaca370b56378399b5a6,007654dffb6342b14d61e455ac21d03d2b7222c8,7e4afe8a059b33bb0ce1eed77e592daa7b8bb346,True,MERGEABLE,CLEAN,"[{""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",6,51,106,4,2026-08-14T15:22:26Z,359,242,[],True,0,6,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
242,ISA-356: TM-05 interpolación del movimiento en el mapa,vantareapp/isa-355-tm-04-vehicle-poses,vantareapp/isa-356-tm-05-marker-motion,a6af20c3ce2e689e4598cabbb0957fa81059f6ac,a2fb747c5d7a101f0813aaca370b56378399b5a6,7e4afe8a059b33bb0ce1eed77e592daa7b8bb346,True,MERGEABLE,CLEAN,"[{""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",5,51,278,0,2026-08-14T15:14:50Z,356,240,[244],True,0,5,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
240,ISA-355: TM-04 posición de cada coche sobre el mapa,vantareapp/isa-348-tm-02-track-pack,vantareapp/isa-355-tm-04-vehicle-poses,4768badd5b9c88830e6e47a6da21caeb83993a95,1e6498a0e65087a3f1ca1fde72d6cb7448dafee7,b1a3d6332120d732d573957174cb064f4b51f4ea,True,MERGEABLE,CLEAN,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31956895762/job/95188791750""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31956895762/job/95188827606""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",8,24,20646,1069,2026-08-16T15:51:26Z,355,237,[242],True,0,4,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
238,ISA-353: TM-03 presupuesto de carga de Overlay v1,nightly,vantareapp/isa-353-tm-03-payload-gate,638b4704d7afb57cf6a7213eef796fc9c7304a80,986e82186ae420ec28f59d2a9fe4f1f57b407ff9,638b4704d7afb57cf6a7213eef796fc9c7304a80,True,MERGEABLE,BEHIND,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31771447637/job/94678065361""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31771447637/job/94678104405""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",1,2,216,0,2026-08-14T04:56:49Z,353,,[],False,0,1,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
237,ISA-348: TM-02 pack real de circuitos desde la telemetría de LMU,vantareapp/isa-344-tm-01-track-map,vantareapp/isa-348-tm-02-track-pack,0f01a9e90c4aed2cebfb84c683b80874c0deac1c,4768badd5b9c88830e6e47a6da21caeb83993a95,7e4afe8a059b33bb0ce1eed77e592daa7b8bb346,True,CONFLICTING,DIRTY,"[{""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",3,39,4238,21,2026-08-14T20:58:39Z,348,,[240],False,0,3,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
234,Hotfix overlays: edición in-game por hotkey y filas dinámicas,nightly,fix/overlay-hotfixes-6-7,638b4704d7afb57cf6a7213eef796fc9c7304a80,6bb944621f6c300f4a6225227e8dbc80fd650eb0,638b4704d7afb57cf6a7213eef796fc9c7304a80,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""FAILURE"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31770604616/job/94675564695""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SKIPPED"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31770604616/job/94675587999""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",1,35,1227,95,2026-08-14T04:43:27Z,UNKNOWN,,[],False,0,1,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
228,docs(ui): plan responsive desktop implementation,nightly,vantareapp/isa-337-ui-resp-01-especificacion-responsive-integral-de-escritorio,73b0c4b4e08d6df660219ac1b34e81f5f8f7ca48,d2d2ee758b2c74730b85afdc46610d644894e9ae,73b0c4b4e08d6df660219ac1b34e81f5f8f7ca48,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31754182263/job/94626301350""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31754182263/job/94626326465""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",1,4,1106,0,2026-08-13T23:32:20Z,337,,[],False,0,1,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
227,fix(overlays): restore Crystal telemetry blade proportions,nightly,vantareapp/isa-336-overlay-studio-input-telemetry-debe-respetar-la-proporcion,fa9285e1d044ce9c5d53a930cd034c82c830be2e,d77b87886261b01d2105a99c38d5699a89c91117,fa9285e1d044ce9c5d53a930cd034c82c830be2e,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31752668111/job/94621642525""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31752668111/job/94621669656""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",5,7,63,3,2026-08-13T23:07:32Z,336,,[],False,0,3,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
210,ISA-327: replanificar S1 Spotter con autoridades y baseline confiable,vantareapp/isa-313-eng-r01-reconciliar-nightly-y-replanificar-spotter,vantareapp/isa-327-eng-s1-spotter-autoridades-y-baseline-confiable,7ac6b4b9a5adf964fdb14d5e6d80ffa90a548eca,be2b30dd226a4d899865b1e858552b774d440371,8880a8800e07e2af21fe5ff37a714578bf8fcd00,True,MERGEABLE,CLEAN,"[{""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",42,42,980,97,2026-08-13T14:53:29Z,327,196,[],True,0,39,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
209,ISA-317: plan TDD del autofix híbrido del Testing Center,nightly,vantareapp/isa-317-ccaf-02-adr-de-arquitectura-y-handoff-vivo,b2e4067809d31152fdcf374875179e577d483c03,b44b9ed1046dc957baedd2bbd58b0815e2ee136e,b2e4067809d31152fdcf374875179e577d483c03,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31732721543/job/94556828203""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31732721543/job/94556880173""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",12,5,1964,0,2026-08-13T18:49:17Z,317,,[],False,0,11,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
205,docs(governance): close documentation debt after ISA-312,vantareapp/isa-312-gov-doc-01-contrato-de-fuentes-y-entrada-determinista-para,codex/gov-doc-debt-post-isa312,402cdf8c7676295c365c75f570d892b1286cb61c,bc110a54dff3a687379bdb7ae944c12dd2ad7243,b1db9f87b66f76df12d856484049616ea011e69f,True,MERGEABLE,CLEAN,"[{""name"": ""Validate live documentation"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31492205792/job/93781156200""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",11,188,4005,2292,2026-08-11T12:38:33Z,UNKNOWN,197,[],True,0,11,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
201,ISA-162: catálogo oficial firmado de Strategy,nightly,vantareapp/isa-162-str-15b-catalogo-oficial-firmado-de-vantare,65cd66cf81abd8b96dac009aba49fc96e932d1d7,753a1bb4af42243b768d591e3f1e5d9c5f4cb6d4,03ca39e2a7b7e38c789fb7873dec6aa0165490c8,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31758486318/job/94639467339""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31758486318/job/94639516082""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",9,42,5745,55,2026-08-14T00:46:20Z,162,,[],False,0,9,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
197,docs(governance): make agent context deterministic,nightly,vantareapp/isa-312-gov-doc-01-contrato-de-fuentes-y-entrada-determinista-para,b1db9f87b66f76df12d856484049616ea011e69f,402cdf8c7676295c365c75f570d892b1286cb61c,b1db9f87b66f76df12d856484049616ea011e69f,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31440475933/job/93623931913""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31440475933/job/93623982326""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",4,49,6804,6531,2026-08-10T23:05:55Z,312,,[205],False,0,4,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
196,ISA-313: reconcile Engineer Nightly roadmap,nightly,vantareapp/isa-313-eng-r01-reconciliar-nightly-y-replanificar-spotter,8880a8800e07e2af21fe5ff37a714578bf8fcd00,7ac6b4b9a5adf964fdb14d5e6d80ffa90a548eca,8880a8800e07e2af21fe5ff37a714578bf8fcd00,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31544244289/job/93953208670""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31544244289/job/93953245605""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",21,30,2504,5925,2026-08-11T22:53:01Z,313,,[210],False,0,18,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
194,docs(telemetry-analysis): reconcile TA-03C nightly status,nightly,vantareapp/isa-310-ta-n02-reconciliar-estado-documental-de-ta-03c-tras,431201db9a5e9c0966908f05c02bc86da775aba0,33d94408d00b7cee6b8492fccaeadee441a440da,431201db9a5e9c0966908f05c02bc86da775aba0,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31407294697/job/93516616019""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/31407294697/job/93516672412""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",1,4,77,43,2026-08-10T16:07:37Z,310,,[],False,0,1,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
159,docs: record ISA-293 Supabase restore drill no-go,vantareapp/isa-292-tau-07l-plan-seguro-para-migrar-testing-center-al-supabase,vantareapp/isa-293-tc-sup-01-demostrar-restauracion-segura-del-backup-supabase,f2f29b722b8ab98e74c4f7de8b3a74fbb13ed041,0a8b31fc1c1fec5a0c1633de9a2e3a52bd8d810a,41e62a5b5914526e01d6ec402a9c5d58ed2d3c2a,True,MERGEABLE,CLEAN,"[{""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",2,6,121,0,2026-08-05T03:17:59Z,293,158,[],True,0,2,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
158,ISA-292: plan safe Testing Center rollout to primary Supabase,nightly,vantareapp/isa-292-tau-07l-plan-seguro-para-migrar-testing-center-al-supabase,41e62a5b5914526e01d6ec402a9c5d58ed2d3c2a,f2f29b722b8ab98e74c4f7de8b3a74fbb13ed041,41e62a5b5914526e01d6ec402a9c5d58ed2d3c2a,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/30969426159/job/92190336738""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/30969426159/job/92190358179""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",1,5,652,11,2026-08-05T02:27:51Z,292,,[159],False,0,1,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
157,feat(overlays): add safe overlay design scaffolder,vantareapp/isa-268-os-09i0-matriz-congelada-y-checker-de-migracion-del-catalogo,vantareapp/isa-267-os-09h-scaffolder-seguro-overlaynew,50c6d06f92255b8bc082305bc0af6e72d306faeb,649bd0e409095c8ac1aafd6f7d7f7bd37ad0db51,4981e6fac5b2c95af9deb4ad2a64f0592a7b4d1e,True,MERGEABLE,CLEAN,"[{""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",25,41,1042,9,2026-08-05T00:37:05Z,267,156,[],True,19,6,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
156,test(overlays): freeze catalog migration matrix,vantareapp/isa-266-os-09g-declaracion-tipada-de-diseno-piloto,vantareapp/isa-268-os-09i0-matriz-congelada-y-checker-de-migracion-del-catalogo,eb898b26c54f9b5a38e2eabd98eb7a17a8709388,50c6d06f92255b8bc082305bc0af6e72d306faeb,4981e6fac5b2c95af9deb4ad2a64f0592a7b4d1e,True,MERGEABLE,CLEAN,"[{""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",23,33,1255,4,2026-08-05T00:14:56Z,268,155,[157],True,19,4,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
155,OS-09G: declaración tipada de diseño piloto,vantareapp/isa-265-os-09f-protocolo-root-alpha-bounds-y-overflow,vantareapp/isa-266-os-09g-declaracion-tipada-de-diseno-piloto,54088b2e5ad25d9a897cb89187ee9684b75c645f,eb898b26c54f9b5a38e2eabd98eb7a17a8709388,4981e6fac5b2c95af9deb4ad2a64f0592a7b4d1e,True,MERGEABLE,CLEAN,"[{""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",21,29,298,14,2026-08-04T23:46:26Z,266,152,[156],True,19,2,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
152,test(overlay): add Workshop visual root protocol,vantareapp/isa-263-os-09d-controles-de-autoria-y-comparacion-de-superficies,vantareapp/isa-265-os-09f-protocolo-root-alpha-bounds-y-overflow,abbc92eb5484f317345929621d1050a7eee3f004,54088b2e5ad25d9a897cb89187ee9684b75c645f,4981e6fac5b2c95af9deb4ad2a64f0592a7b4d1e,True,MERGEABLE,CLEAN,"[{""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",20,24,522,0,2026-08-04T23:20:59Z,265,148,[155],True,19,1,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
150,feat(overlay): gate internal Workshop by signed owner,vantareapp/isa-263-os-09d-controles-de-autoria-y-comparacion-de-superficies,vantareapp/isa-264-os-09e-acceso-owner-real-y-exclusion-fisica-de-stable,abbc92eb5484f317345929621d1050a7eee3f004,dd15ec4fbd73a6910aa385f82a8e0cbff82c1047,4981e6fac5b2c95af9deb4ad2a64f0592a7b4d1e,True,MERGEABLE,CLEAN,"[{""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",16,33,544,32,2026-08-04T21:10:31Z,264,148,[],True,14,2,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
148,feat(overlay): workshop authoring controls,vantareapp/isa-262-os-09c-workshop-local-mvp-con-hmr-y-renderer-real,vantareapp/isa-263-os-09d-controles-de-autoria-y-comparacion-de-superficies,a17791512a66918e7b715034c854c62cabda8210,abbc92eb5484f317345929621d1050a7eee3f004,4981e6fac5b2c95af9deb4ad2a64f0592a7b4d1e,True,MERGEABLE,CLEAN,"[{""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",14,21,369,55,2026-08-04T20:15:01Z,263,147,"[152, 150]",True,14,0,PATCH_EQUIVALENT_NIGHTLY,UNKNOWN,parent + contracts/reviews; no integration authorization
147,feat(overlay): add dev-only workshop MVP,vantareapp/isa-261-os-09b-fixtures-portables-y-deterministas-para-autoria,vantareapp/isa-262-os-09c-workshop-local-mvp-con-hmr-y-renderer-real,5e1dbc24b394e9a9fd05583c5332917f9a470536,a17791512a66918e7b715034c854c62cabda8210,4981e6fac5b2c95af9deb4ad2a64f0592a7b4d1e,True,MERGEABLE,CLEAN,"[{""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",9,17,553,9,2026-08-04T19:30:26Z,262,146,[148],True,9,0,PATCH_EQUIVALENT_NIGHTLY,UNKNOWN,parent + contracts/reviews; no integration authorization
146,refactor(overlay): fixtures deterministas para autoría,vantareapp/isa-260-os-09a-contrato-base-y-threat-model-del-overlay-workshop,vantareapp/isa-261-os-09b-fixtures-portables-y-deterministas-para-autoria,98d9f1ca5b6e174c07bc97b267743fce093fa1a5,5e1dbc24b394e9a9fd05583c5332917f9a470536,4981e6fac5b2c95af9deb4ad2a64f0592a7b4d1e,True,MERGEABLE,CLEAN,"[{""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",7,8,578,391,2026-08-04T18:59:19Z,261,145,[147],True,7,0,PATCH_EQUIVALENT_NIGHTLY,UNKNOWN,parent + contracts/reviews; no integration authorization
