  TCP    127.0.0.1:9245         0.0.0.0:0              LISTENING       6928
  TCP    127.0.0.1:55957        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55958        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55959        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55960        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55961        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55962        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55963        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55964        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55965        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55966        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55967        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55968        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55969        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55970        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55971        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55972        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55973        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55974        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55975        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55976        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55977        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55978        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55979        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55980        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55981        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55982        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55983        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55984        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55985        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55986        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55987        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55988        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55989        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55990        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55991        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55992        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55993        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55994        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55995        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55996        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55997        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55998        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:55999        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56000        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56001        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56002        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56003        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56004        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56005        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56006        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56007        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56008        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56009        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56010        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56011        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56012        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56013        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56014        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56015        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56016        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56017        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56018        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56019        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56020        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56021        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56022        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56023        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56026        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56027        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56129        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56130        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56131        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56133        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56134        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56135        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56136        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56137        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56138        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56139        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56140        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56670        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56671        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56672        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56673        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56674        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56675        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56676        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56677        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56678        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56679        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56680        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56723        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56724        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56725        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56726        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:56727        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57326        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57327        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57328        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57329        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57330        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57331        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57332        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57333        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57334        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57335        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57336        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57337        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57338        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57339        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57340        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57341        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57342        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57343        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57344        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57347        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57919        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57920        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57921        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57922        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57923        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57924        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57925        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57926        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57927        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57928        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57929        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57930        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:57931        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:58130        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:58131        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:58132        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:58272        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:58273        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:58274        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:58788        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59040        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59043        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59044        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59045        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59928        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59929        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59930        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59931        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59932        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59933        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59934        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59935        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59936        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59937        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59938        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59939        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59940        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59941        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59942        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59943        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59944        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59945        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:59946        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60278        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60279        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60280        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60281        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60282        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60283        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60284        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60285        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60286        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60287        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60288        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60289        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60290        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60291        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60292        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60293        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60294        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60295        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60296        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60297        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60298        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60299        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60300        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60301        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60302        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60303        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60304        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60305        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60306        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60307        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60308        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60309        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60310        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60311        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60312        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60313        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60314        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60315        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60316        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60317        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60318        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60319        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60320        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60321        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60322        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60323        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60324        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60325        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60326        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60327        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60328        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60329        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60330        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60331        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60332        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60333        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60334        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60335        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60336        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60337        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60338        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60339        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60340        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60341        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60342        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60343        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60344        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60345        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60346        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60347        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60349        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60350        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60351        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60352        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60353        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60354        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60355        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60356        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60357        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60358        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60359        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60360        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60361        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60362        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60363        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60364        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60365        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60366        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60367        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60368        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60369        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60370        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60371        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60372        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60373        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60374        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60375        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60376        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60377        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60378        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60379        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60380        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60381        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60382        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60383        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60384        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60385        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60386        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60387        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60388        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60389        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60892        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60893        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60894        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60895        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60896        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60897        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60898        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60899        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60900        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60901        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60902        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60903        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60904        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60905        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60906        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60907        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60908        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60909        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60910        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60911        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60912        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60913        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60914        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60915        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60916        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60917        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60918        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60919        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60920        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60921        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60922        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60923        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60924        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60925        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60926        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60927        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60928        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60929        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60930        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60931        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60932        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60933        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60934        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60935        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60936        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60937        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60938        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60939        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60940        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60941        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60942        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60943        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60944        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60945        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60946        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60947        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60948        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60949        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60950        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60951        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60952        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60953        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60954        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60955        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60956        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60957        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60958        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60959        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60960        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60961        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60962        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60963        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60964        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60965        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60966        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60967        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60968        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60969        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60970        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60971        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60972        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60973        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60974        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60975        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60976        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60977        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60978        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60979        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60980        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60981        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60982        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60983        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60984        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60985        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60986        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60987        127.0.0.1:9245         TIME_WAIT       0
  TCP    127.0.0.1:60988        127.0.0.1:9245         TIME_WAIT       0
