ruta_base	tratamiento	nivel_revision	motivo	lineas_base	sha256_base
docs/plans/v2-phase-a-lmu-alpha.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	180	d523bb540cca50a982bc83bb2a6ed6ea49c8cc021acdc5c68df1a1457e481255
docs/plans/v2-phase-b-multisim.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	46	b27e97cadd96cdef9f9882e21452c555f1147164f48f247ea417be7219f1bd8f
docs/plans/v2-phase-c-ac-native.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	37	d742fdb0a2a4b47fa01a673b8fb65aae8735651e0f4370e2a4008af33c64ddc1
docs/plans/v2-phase-d-personalization.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	52	4dd8e26ba62ea600593d2274d10c74ea9a83f1b18772622a6b8719138b742229
docs/plans/v2-phase-e-community.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	41	a8f8cb8ad2361cfc7573ad0e2376a0a717e122ac168b4673973933e18ca5e1e5
docs/plans/v2-phase-f-acevo-analysis.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	41	9fa1b620abed4746cda2f5f2a1c0d59fbf421df9de96486f8115ff4764eecabb
docs/plans/v2-roadmap.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	61	7bee18af09dc4998547120ff4e36fea20db4d5554f377308acebc08c11a0169c
docs/plans/v2-technical-debt.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	72	c093307d84c5ba8f71214732244ed8f9998d85438b39299ec8b52847cec6639e
docs/proyecto/01-VISION-Y-PRODUCTO.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	77	472280844bd57dafbde93db0abcc595f63bbdb0c3b0badd373abb269c3fb30da
docs/proyecto/02-ARQUITECTURA-V2.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	137	06daf2f6f648fcfe4a4f232dd971b8bc469864e3efe39952721294d32dc66a82
docs/proyecto/03-V1-VS-V2.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	59	8d7e46b89d2caaf311a53d73336ede229860be25527d38f44ba88d9845ff9c14
docs/proyecto/04-ESTADO-ACTUAL.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	162	16b36672b707dcbc5d497c79e90d96a46353812ebfd749b7fc8421039d0b15ea
docs/proyecto/05-PLAN-MAESTRO-FASES.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	147	9deba4a1e0e0cf176fa8405b4811c3acce5800ee1d1035742d01304fa5e2ca35
docs/proyecto/06-DISENO-UI.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	119	2dced5a2b08cad78ef9d9f095b60fe4d5a1c62cd7a503bde29503d7cbcb5ff2d
docs/proyecto/07-TELEMETRIA-LMU.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	107	10fe47bf5964a48385e9471009b34f8794a6ee21081c82e2c38ca3e39b54e22e
docs/proyecto/08-PERFILES-Y-LAYOUT.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	189	c7429f3e478dd221b4f0a089b49baf22d4419d5cca2994917846405b0105f14e
docs/proyecto/09-EVENTOS-IPC.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	126	b45e7ff0e5cc85c3b20faadddc16abbad342b2c26b4a1b347e52ca70efff9477
docs/proyecto/10-WORKFLOW-DESARROLLO.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	123	7bd593be25ab13f6c59ac97a140fff59ef397bd0eba5c0f06f44bdd467246e68
docs/proyecto/11-COMANDOS-Y-VERIFICACION.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	411	0f03f6184e524b0cda2c8a772ddfc9ee1d42ed27b5c5e076bcdcc4df39e13aad
docs/proyecto/12-FUENTES-TELEMETRIA-LMU.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	297	8fab8ac9c54bc0dd3f7be79a4dae4cfd19e0ac58fb5dbd12e452f1ca5e87e7bb
docs/proyecto/PROMPT-ORQUESTADOR.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	131	4b748f090bc922d6e80105c057ce552ee6d1af1491df404c8930d7fa95d5a4b0
docs/proyecto/README.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	80	27675a79e0698c34255ca86f41aaf8d2b26e48f8a25e57b31db0dedcd27ce8c8
docs/superpowers/plans/2026-06-11-v2-f2-broadcaster.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	322	0d1921bd06b73e50ea88359fc719a532d79f0d0721335bb6217a864ae541aca2
docs/superpowers/plans/2026-06-11-v2-f2-deadband-pipeline.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	293	cb167a46e23d64454779f0b691bc1fa48ba786f422cf72ad43cb9840c438dcf8
docs/superpowers/plans/2026-06-11-v2-f2-normalizer.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	296	a0533e4f1805570631edd69d80ba49b050035b305b96f3c4f742311e9e2a37c6
docs/superpowers/plans/2026-06-11-v2-f3-wails-scaffold.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	607	86912547f1f50f79d3b508f7349692f0a3ae4ec9574d9ac816cb60ec58cd982d
docs/superpowers/plans/2026-06-11-v2-f4-closeout.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	141	456b2169e9d08be341bdd7fd2f2ccaf25f01672a628d9a18a7228a7258fe82ba
docs/superpowers/plans/2026-06-11-v2-f4-composite-layout.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	417	c57ba2574ba535855818ded090fedaa25480ae3d14c979aef1a930398361eb46
docs/superpowers/plans/2026-06-11-v2-f5-hub-dashboard.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	89	e572fba9ddf3d324dadcf011a4896a9703e78e989b288924bbbee22646cff257
docs/superpowers/plans/2026-06-12-v2-fullscreen-overlay-preview-editor.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	760	9bc9407d415f0c562178ed190ea7ffce84dd769950fb0e3a0d4daeeb7e31d49d
docs/superpowers/plans/2026-06-15-overlay-refinement.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	374	3fe1da3d842d58955ed3be3fa9795de38fc01aa9037411f3197a1ce93433354f
docs/superpowers/plans/2026-06-15-phase-a-lmu-alpha-master.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	749	74fbc23344341409d2ad7dfe572686a4fb91ea33f03f156e71bbb3d89f45663b
docs/superpowers/plans/2026-06-15-phase-a-subagent-demo-delta.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	337	e6c152bbbb1e52a33b3c7d1ec62fc27f19bd1aeae79a58aaba78369aba608af3
docs/superpowers/plans/2026-06-15-phase-a-subagent-editor.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	362	1d735b7bc9d41fa27603747d910470c5b8b02d755e6e8ca760fd8b06823db55d
docs/superpowers/plans/2026-06-15-phase-a-subagent-polish.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	215	780af37059f5fecf8e149a0f293fbe58d9fa211e11891549faf712e0e1aaf55a
docs/superpowers/plans/2026-06-15-phase-a-subagent-settings-hotkeys.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	296	8b80b66f05574f59d8913233c60f3422b960c7bb9200ef4adc72978e3eb09ed1
docs/superpowers/plans/2026-06-15-relative-standings-racing-enhancement.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	1058	2aa5eaef754343ecb0825243ca369fec805f38e4881b077767eda94d7f76e3a4
docs/superpowers/plans/2026-06-15-updater-v0.1.4.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	523	80597036d2472ac909f89d36bd5ff1467aaf15e5ad21d050419c36c544f59a20
docs/superpowers/plans/2026-06-16-editor-rewrite-master.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	51	697c180366f7b42eba5dda16d7f5d7c79a7445daedcb7c69ca975f607b69e73a
docs/superpowers/plans/2026-06-16-editor-rewrite-plan-a-hub.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	781	024dc3b0a0e7102e4b5ecc600a8d12b4f6b3dd767552124096cb32ea6961a1c9
docs/superpowers/plans/2026-06-16-editor-rewrite-plan-b-overlay.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	474	63b4072c79bd16d5e9671d3608b2d2df1a7c5426e2eb1f1a192d9e05c72f3feb
docs/superpowers/plans/2026-06-16-editor-rewrite-plan-c-backend.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	380	d5bcc4e7ba48187bca35225387ae5154836897e289b2a594022bb3f546c2e53b
docs/superpowers/plans/2026-06-16-preview-overlay-editor-rewrite.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	1354	977b943c9e804eb0c33268e06879c663e51f2747484b4397769846c0d6c809f5
docs/superpowers/plans/2026-06-16-widgets-redesign.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	784	0a50c249a0ab4a8c95d45097dcc6922093d1b935f5aa3b4dc3e2513e61ad6b17
docs/superpowers/plans/2026-06-18-overlays-studio-miniplan-1-navigation-library.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	974	03cf83ede0553027e6898dd2fd3ff1655eb938d34973e6480560794c6761a9d9
docs/superpowers/plans/2026-06-18-overlays-studio-miniplan-2-widget-studio.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	1309	abb1de679dc3b562afebe0dabad4bd4ff37b2038f931e679fe6096e9449d79da
docs/superpowers/plans/2026-06-18-overlays-studio-miniplan-3-layout-studio.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	293	d6afcfc0fe46ec89bda3ebbe780d7a758b0ab01bf7299bcb0c26654647569587
docs/superpowers/plans/2026-06-18-overlays-studio-unified-editor.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	2152	fd3dd68dc00f44a0df890716f197e550c4a7da8fca5fac1db631cbd9538206c7
docs/superpowers/plans/2026-06-19-overlays-studio-miniplan-4-finalization.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	305	1688ec5ad30067531ea0752d25c9b60e6d9326a20c6f6812ee59779914f4819a
docs/superpowers/plans/2026-07-10-layout-studio-subnav-redesign.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	1681	897d6454a66de08294f5c7f4de7d3e50169bb532c33d00da86efe9997ef38769
docs/superpowers/plans/2026-07-10-overlay-studio-rebuild-00-baseline-and-contract-lock.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	369	0be5b4f25cce85f6e2499990f7c0849660eff0ffa49449d7e62d52bfde03d2e0
docs/superpowers/plans/2026-07-10-overlay-studio-rebuild-01-profile-v3-persistence.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	737	4dc73162e631098a45254c7901f9609655184af2eb124bbf907fb4a977a61529
docs/superpowers/plans/2026-07-10-overlay-studio-rebuild-02-widget-platform-delta.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	529	db2196ad7eb2bffb09d2007104e64b1fddb1b096aa4e69297949e77e37f76fb6
docs/superpowers/plans/2026-07-10-overlay-studio-rebuild-03-editor-state-and-commands.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	452	62db71f33b5a01fdea9c1ea1ec35afe36a67349a2b6ffccd8a578518e584f5fb
docs/superpowers/plans/2026-07-10-overlay-studio-rebuild-04-shell-and-canvas.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	406	1f0d09450aba539b6e23256354bda8073b019e16eb60f7d8c395ff89182c1d76
docs/superpowers/plans/2026-07-10-overlay-studio-rebuild-05-inspector-catalog-designs.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	381	5e0ee81bae1746343a13cc3425fa0a606769fc2b71fd8b2072c7c1aeb67f5d8d
docs/superpowers/plans/2026-07-10-overlay-studio-rebuild-06-core-widget-migration.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	413	4ba799cd7c9765cba91016c30120625a87429880141a61495ad309956580c0a1
docs/superpowers/plans/2026-07-10-overlay-studio-rebuild-07-production-cutover.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	434	078134055a349751253a3b79677bb3128236dc6a10f08e542aad6a7bd6ab37ab
docs/superpowers/plans/2026-07-10-overlay-studio-rebuild-08-quality-authoring-retirement.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	482	f367ba92c2f4d4b63aa07087cc150b521efd2e1faedd0c2c918962fc61867aaa
docs/superpowers/plans/2026-07-10-overlay-studio-rebuild-luna-execution-index.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	471	9c0544a56a63286f214cec29e49feafd41f4c5bc3c7f732a5a5470b1ad4356c6
docs/superpowers/plans/2026-07-10-overlay-studio-rebuild-master.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	340	2c9f0e7caed2a924c80e46472183ee2ba0eaa6d1f7b4e001e3af03dc9b0769ac
docs/superpowers/plans/2026-07-10-remove-widget-studio-unify-overlays.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	855	9b7d7c9b81e4f0daaff428df111b0158fce2d2d9d5cb26b1259313fa98069df7
docs/superpowers/plans/v0.2.10-alpha.1-release-notes.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	14	0756908da57e962d59dad1f656f9a745581905eab1705d49a50268377f768055
docs/superpowers/plans/v0.2.11-alpha.1-release-notes.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	10	e35ef431bc3bbd51ee632dfce13a2084e03b2f31f0b6f5099436e020fc691165
docs/superpowers/reviews/2026-06-15-overlay-enhancement-review.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	100	0fe9ed79b581fdd4e8117c0f01568180ea9ea839252872041722e2ca8d2b6412
learnings.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	34	4285aef9912c5089317b289d61b1e0b378281ea4dbe760abc451e2cbfee4e21d
supabase/functions/_deprecated/stripe-webhook/DEPRECATED.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	4	29deac330847e13471161835388b99c66f8aeb1ae4bdb786f6c12cbca94ba1a4
supabase/functions/_deprecated/validate-license/DEPRECATED.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	3	d6c911737483c23ac81f0f8743039fad98186e6079ebd665a47a07cd5bef108b
supabase/functions/billing-webhook/README.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	50	64bb4c6f0594912111ec0646c3d4c632c020e42d3914c54079cac6dc9da91ebb
vantare-repository-context.md	Consolidar	Comparación con sucesor; archivo inmutable	Consolidado; contenido anterior conservado por SHA inmutable y sucesor enlazado.	2009	de1d381d195a58a51ef5298140b37386c48f533ef7a97dbc6a4147a620249b1f
vantare-v2/.agents/skills/vantare-core/SKILL.md	Retirar	Verificación de obsolescencia/referencias	AGENTS vigente prohíbe usar esta skill desactualizada; se retira de descubrimiento activo.	164	b94b31f32a5e721cc49be194c252f57e99b14774ba8579684bbf554cdc68b116
vantare-v2/AGENTS.md	Conservar gobierno	Inventario y barrido de enlaces	Contrato/plantilla de gobierno o continuidad; Notion decide alcance y estado, GitHub aporta evidencia técnica.	311	cc4f71231c0cefd25b7072ed468a39871424af5d8b1dd826213850653e150c96
vantare-v2/README.md	Actualizar	Revisión focal documentada	Retira prealpha fija, preview antiguo y modo mock ficticio; enlaza operaciones.	152	fd24a08773e81c96dbb8dd5a4bb9abac4d69b4da3db9928f3b702366097698f3
vantare-v2/VISUAL_DESIGN_RESEARCH.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	300	26d332f5dde134fae10a27bb19fec51b2cc23f82fd90caffb9c5d81835a0f592
vantare-v2/build/windows/telemetry-reader/README.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	61	22211cffad842d56c3651487d4790db939c9e19fb97ac8be585de62c46d9ce2f
vantare-v2/cmd/vantare-catalog/README.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	81	80efca92be7d790e49af23bac9618b331e0046fb5da96a8575cfa1102bbebfc2
vantare-v2/cmd/vantare-curator/README.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	56	8e16e8a41ef01eae2d869cde04d735e146368f90cc45b333813126c9e400fdf4
vantare-v2/cmd/vantare-editorial/README.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	45	a93ce543bc70f163910fb67491fe16ad826f16ba232501f35316591643bf0f5a
vantare-v2/design-evidence/functional/integration-review.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	87	5c6b114d55d3324dd20afdde8115b8b71ed9440dabf22162a8103a4085eab04a
vantare-v2/design-evidence/functional/prompts.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	29	785ee2e8e0b35fdf1fafd75ad64d51507f153fd89d064e6c58b306a138e0d9ac
vantare-v2/design-evidence/functional/selected-designs-review-01.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	40	7d5cae2d88c8256602ad04c9c2ebddf29a2e63663ec7347013058685ca916a5f
vantare-v2/design-evidence/functional/selected-designs-review-02.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	35	d6e3a1138b430550302ed186f0bc6b80e5b07d42d9237473822fe12e62f9d182
vantare-v2/design-evidence/functional/standings-joined-review.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	30	efa173615b01ff284bad86cd6ca5688a654f77f5165c1233369c8fa10e0e3694
vantare-v2/design-evidence/functional/v2-directions.md	Conservar evidencia	Inventario y barrido de enlaces	Evidencia, inventario o investigación fechada; no trasladar resultados al runtime actual sin revalidación.	102	657f14d7b5d7ad6d988056d4df238990b847160aa0fa39d5f534940845f22cc5
vantare-v2/docs/BRAND.md	Conservar referencia	Inventario y barrido de enlaces	Documento específico: usar con el contrato/tarea vigente; no se certifican aquí todas sus afirmaciones.	267	572fe826e953d4ea789a7b5636fddab2ddca898cee82a6757732fb19cfe4834f
vantare-v2/docs/DESIGN.md	Consolidar	Comparación con sucesor; archivo inmutable	Consolida inventario de diseño mixto en fuentes productivas Orbit/Workshop; preserva especificaciones anteriores por SHA.	717	8fd5946d04248e482ba47cc3954b651398159df884674f119ba9a0503bf3b7ff
vantare-v2/docs/README.md	Actualizar	Revisión focal documentada	Entradas activas con integración y navegación Billing.	82	903d82e70159c8648e8aacb37c0b331b087d9d0cbd130321d3cb87fcad9e3666
vantare-v2/docs/adr/0001-close-lmu-pilot-ratings.md	Conservar contrato	Inventario y barrido de enlaces	Decisión versionada; leer estado y enmiendas, citar nombre completo por numeración histórica ambigua.	80	dabae13f442428e797e2b6e4bb1c62cb1880eae34c056bc94fb07c237089839c
vantare-v2/docs/adr/0002-llm-first-stack.md	Conservar contrato	Inventario y barrido de enlaces	Decisión versionada; leer estado y enmiendas, citar nombre completo por numeración histórica ambigua.	73	774a9b885b4e0146a9220bd13ea553bbb5c2758875fb0a659f426e810f612850
vantare-v2/docs/adr/0003-overlay-studio-v3-rebuild.md	Conservar contrato	Inventario y barrido de enlaces	Decisión versionada; leer estado y enmiendas, citar nombre completo por numeración histórica ambigua.	28	cc9b25ad70d4e956a350cfd381b7fb365fb0081ef88feb00f73bb444bc19014f
vantare-v2/docs/adr/0003-proposed-polar-commercial-authority.md	Conservar contrato	Inventario y barrido de enlaces	Decisión versionada; leer estado y enmiendas, citar nombre completo por numeración histórica ambigua.	129	30bdbbad6f20153ac5773e328e911703dedafa5556065eceb682be16edc5f1d3
vantare-v2/docs/adr/0004-telemetry-core-modular-observation-architecture.md	Conservar contrato	Inventario y barrido de enlaces	Decisión versionada; leer estado y enmiendas, citar nombre completo por numeración histórica ambigua.	131	934b834b32ce011c67124f921e06a9618e763ae4928751cb525ea882814a05bb
vantare-v2/docs/adr/0005-duckdb-helper-for-historical-telemetry.md	Conservar contrato	Inventario y barrido de enlaces	Decisión versionada; leer estado y enmiendas, citar nombre completo por numeración histórica ambigua.	93	6f770a0027e047390e0f858783135c811ccf72d75df022afb6522b025072c620
vantare-v2/docs/adr/0005-engineer-projection-capability-contract.md	Conservar contrato	Inventario y barrido de enlaces	Decisión versionada; leer estado y enmiendas, citar nombre completo por numeración histórica ambigua.	152	453f389704e1c9f4f5e3ab99d0ede4124639e15445804b6f697e0d65f7d0673d
vantare-v2/docs/adr/0005-historical-storage-sqlite-mcap.md	Actualizar	Revisión focal documentada	Separa propuesta histórica de dependencia/lectura comprobadas; no inventa recording live.	206	d899f4548c4d6972a2f05ad955e5d268a856a1b59e69d1fd36fbecbf5c3b855a
vantare-v2/docs/adr/0006-strategy-planner-unified-domain-and-ownership.md	Conservar contrato	Inventario y barrido de enlaces	Decisión versionada; leer estado y enmiendas, citar nombre completo por numeración histórica ambigua.	169	8c0a1294e55f60fc7064cc3f2e877eebc94e117bc36f425efa2a2c6c25c035b5
vantare-v2/docs/adr/0007-testing-center-linear-operational-authority.md	Conservar contrato	Inventario y barrido de enlaces	Decisión versionada; leer estado y enmiendas, citar nombre completo por numeración histórica ambigua.	107	89a3ac0f624a7b62da9214b52e4112ffc1ce50c988eb4c5ee5d9dd4e9028ee24
vantare-v2/docs/adr/0008-telemetry-engine-commit-boundary-and-overlay-frame-v2.md	Conservar contrato	Inventario y barrido de enlaces	Decisión versionada; leer estado y enmiendas, citar nombre completo por numeración histórica ambigua.	55	9e0bfd7ad717eb80ec4b231606eabe3ae24387e9b46e68d45704ddfaf75228bd
vantare-v2/docs/adr/0009-strategy-curation-pipeline-and-signed-catalog.md	Conservar contrato	Inventario y barrido de enlaces	Decisión versionada; leer estado y enmiendas, citar nombre completo por numeración histórica ambigua.	192	1a8c1456b7648ad3df0494b85e837b11df7809c8d5e8064a0d209af119a7f6f7
vantare-v2/docs/adr/0090-legacy-telemetry-analysis-canonical-model.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	98	380b9c533025b0f10c06b9daef08b92bf4a9174cb37b882f7bd740afdc7edc80
vantare-v2/docs/adr/0091-legacy-telemetry-workspace-panel-layout-contract.md	Referencia histórica	Inventario y barrido de enlaces	Capa antigua o registro de agentes; fuera del índice vigente, conservar contexto y evidencias de su corte.	124	ce7d79adef15fc8e8748c2e07d9e77a112a3f810607da351f92d878559b0d0df
